id,name,full_name,address,legal_address,email,phone,fax,site,director,director_id,director_post,organization_rights_form,priority,upstanding_organization_id,is_published,organization_category_id,sr_organization_category_id,slug,created_at,updated_at
557,"СРО НП ""РОСТ""","Саморегулируемая организация некоммерческое партнерство «Региональное объединение строителей «РОСТ»","109316, г. Москва, ул. Талалихина, дом 8, оф. 9",,info@srorost.ru,"+7 (800) 555-34-31",,http://srorost.ru/,"Мурашко Борис Николаевич",NULL,,NULL,0,NULL,1,20,8,np-rost,"2013-04-26 09:34:36","2014-06-20 11:47:15"
558,"Передовые строительные технологии","Некоммерческое партнерство строителей ""Передовые строительные технологии""","109382, г. Москва, просп. 40 лет Октября, д. 40",,srotehnologii@yandex.ru,"+7 (926) 685-0574, +7 (965) 014-96-05",,,"Румянцев Денис Александрович",NULL,,NULL,0,NULL,1,20,8,np-stroitelei-peredovye-stroitelnye-tehnologii,"2013-04-26 09:54:22","2013-07-02 17:19:14"
559,"Управление перспективного развития территорий (Департамент градостроительной политики)","Управление перспективного развития территорий Департамента градостроительной политики города Москвы",,,,"+7  (495) 629-24-72","+7 (495) 956-80-65",,"Петров Андрей Анатольевич",NULL,,NULL,1,NULL,1,35,NULL,upravlenie-perspektivnogo-razvitiya-territorii,"2013-04-26 14:54:36","2014-10-09 12:05:32"
560,"Управление обеспечения реализации программ жилищного и гражданского строительства (Департамент градостроительной политики)","Управление обеспечения реализации программ жилищного и гражданского строительства Департамента градостроительной политики города Москвы",,,,"+7 (495) 956-80-66","+7 (495) 956-81-66",,"Валуй Андрей Александрович",NULL,,NULL,1,NULL,1,35,NULL,upravlenie-obespecheniya-realizacii-programm-zhilischnogo-i-grazhdanskogo-stroitelstva,"2013-04-26 16:20:15","2013-11-28 09:18:25"
561,"Управление обеспечения реализации программ строительства инженерной и транспортной инфраструктуры (Департамент градостроительной политики)","Управление обеспечения реализации программ строительства инженерной и транспортной инфраструктуры Департамента градостроительной политики города Москвы",,,,"+7  (495) 629-24-57",,,"Селищев Константин Сергеевич",NULL,,NULL,1,NULL,1,35,NULL,upravlenie-obespecheniya-realizacii-programm-stroitelstva-inzhenernoi-i-transportnoi-infrastruktury,"2013-04-26 16:22:46","2013-11-28 09:18:52"
562,"Управление реализации программы комплексного развития центра города Москвы и приоритетных градостроительных проектов (Департамент градостроительной политики)","Управление реализации программы комплексного развития центра города Москвы и приоритетных градостроительных проектов Департамента градостроительной политики города Москвы",,,,"+7 (495) 956-69-56",,,"Чудина Марина Валентиновна",NULL,,NULL,1,NULL,1,35,NULL,upravlenie-realizacii-programmy-kompleksnogo-razvitiya-centra-goroda-moskvy-i-prioritetnyh-gradostroitelnyh-proektov,"2013-04-26 16:24:29","2013-11-28 09:20:00"
563,"Управление координации подготовки и утверждения проектной документации (Департамент градостроительной политики)","Управление координации подготовки и утверждения проектной документации Департамента градостроительной политики города Москвы",,,,"+7  (495) 956-69-61",,,"Никитина Светлана Вячеславовна",NULL,,NULL,1,NULL,1,35,NULL,upravlenie-koordinacii-podgotovki-i-utverzhdeniya-proektnoi-dokumentacii,"2013-04-26 16:26:27","2013-11-28 09:15:44"
564,"Правовое управление (Департамент градостроительной политики)","Правовое управление Департамента градостроительной политики города Москвы",,,,"+7 (495) 629-24-03",,,"Щеглова Юлия Валерьевна",NULL,,NULL,1,NULL,1,35,NULL,pravovoe-upravlenie,"2013-04-26 16:28:11","2013-11-28 09:14:26"
565,"Информационно-аналитическое управление (Департамент градостроительной политики)","Информационно-аналитическое управление Департамента градостроительной политики города Москвы",,,,"+7 (495) 956-64-85",,,"Платонов Алексей Юрьевич",NULL,,NULL,1,NULL,1,35,NULL,informacionno-analiticheskoe-upravlenie,"2013-04-26 16:31:04","2013-11-28 09:13:54"
566,"Финансово-экономическое управление (Департамент градостроительной политики)","Финансово-экономическое управление Департамента градостроительной политики города Москвы",,,,"+7  (495) 697-35-72",,,"Егорова Лидия Павловна",NULL,,NULL,1,NULL,1,35,NULL,finansovo-ekonomicheskoe-upravlenie,"2013-04-26 16:33:37","2013-11-28 09:20:25"
567,"Управление корпоративного развития (Департамент градостроительной политики)","Управление корпоративного развития Департамента градостроительной политики города Москвы",,,,"+7 (495) 956-69-22","+7 (495) 956-80-84",,"Ватуева Наталия Михайловна",NULL,,NULL,1,NULL,0,35,NULL,upravlenie-korporativnogo-razvitiya,"2013-04-26 16:35:37","2014-10-09 11:54:12"
568,"Управление делами (Департамент градостроительной политики)","Управление делами Департамента градостроительной политики города Москвы",,,,"+7 (495) 956-80-73",,,"Карпенко Дмитрий Николаевич",NULL,,NULL,1,NULL,1,35,NULL,upravlenie-delami,"2013-04-26 16:36:59","2013-11-28 09:15:18"
569,"Управление безопасности","Управление безопасности",,,,"+7  (495) 956-81-69","+7 (495) 629-23-81",,"Куликов Николай Васильевич",NULL,,NULL,1,NULL,1,19,NULL,upravlenie-bezopasnosti,"2013-04-26 16:38:58","2013-04-26 16:38:58"
570,"Управление государственной службы и кадров (Департамент градостроительной политики)","Управление государственной службы и кадров Департамента градостроительной политики города Москвы",,,,"+7  (495) 956-81-68",,,"Поцяпун Валерий Григорьевич",NULL,,NULL,1,NULL,1,35,NULL,upravlenie-gosudarstvennoi-sluzhby-i-kadrov,"2013-04-26 16:40:36","2013-11-28 09:14:53"
571,"Управление обеспечения реализации мероприятий административной реформы (Департамент градостроительной политики)","Управление обеспечения реализации мероприятий административной реформы Департамента градостроительной политики города Москвы",,,,"+7 (495) 956-80-74",,,"Луганский Рафаэль Абрамович",NULL,,NULL,1,NULL,1,35,NULL,upravlenie-obespecheniya-realizacii-meropriyatii-administrativnoi-reformy,"2013-04-26 16:42:35","2013-11-28 09:17:52"
572,"Управление научно-технической политики (Департамент градостроительной политики)","Управление научно-технической политики Департамента градостроительной политики города Москвы",,,,"+7  (495) 956-81-87","+7  (495) 956-69-94 факс",,"Степанов Александр Юрьевич",NULL,,NULL,1,NULL,1,35,NULL,upravlenie-nauchno-tehnicheskoi-politiki,"2013-04-26 16:44:14","2014-10-09 12:00:53"
573,"Финансовое управление (Департамент строительства)","Финансовое управление Департамента строительства города Москвы",,,,"+7  (495)629-80-92",,,"Мамонтова Людмила Федоровна",NULL,,NULL,1,NULL,0,35,NULL,finansovoe-upravlenie,"2013-04-26 17:21:51","2014-10-15 13:21:30"
574,"Управление планирования (Департамент строительства)","Управление планирования Департамента строительства города Москвы",,,,"+7  (495) 633-67-55",,,"Гержик Алексей Дмитриевич",NULL,,NULL,1,NULL,0,35,NULL,upravlenie-planirovaniya,"2013-04-26 17:23:47","2014-10-15 13:17:14"
575,"Управление бухгалтерского учета (Департамент строительства)","Управление бухгалтерского учета Департамента строительства города Москвы",,,,"+7  (495) 629-81-27",,,"Юдакова Татьяна Васильевна",NULL,,NULL,1,NULL,0,35,NULL,upravlenie-buhgalterskogo-ucheta,"2013-04-26 17:26:23","2014-10-15 13:13:00"
576,"Управление дорожно-мостового строительства (Департамент строительства)","Управление дорожно-мостового строительства Департамента строительства города Москвы",,,,"+7  (495) 530-60-66",,,,NULL,,NULL,1,NULL,1,35,NULL,upravlenie-dorozhno-mostovogo-stroitelstva,"2013-04-26 17:28:13","2013-07-30 15:11:58"
577,"Управление договорых цен (Департамент строительства)","Управление договорых цен Департамента строительства города Москвы",,,,"+7  (495) 629-81-57",,,"Пилевская Татьяна Васильевна",NULL,,NULL,1,NULL,0,35,NULL,upravlenie-dogovoryh-cen,"2013-04-26 17:30:07","2014-10-15 13:14:58"
578,"Управление по подготовке торгов (Департамент строительства)","Управление по подготовке торгов Департамента строительства города Москвы",,,,"+7   (499) 922-42-09",,,"Чистова Марина Борисовна",NULL,,NULL,1,NULL,0,35,NULL,upravlenie-po-podgotovke-torgov,"2013-04-26 17:31:45","2014-10-15 13:18:34"
579,"Управление заключения и исполнения контрактов","Управление заключения и исполнения контрактов",,,,"+7   (495) 629-81-17",,,"Гончаров Игорь Вадимович",NULL,,NULL,1,NULL,0,35,NULL,upravlenie-zaklucheniya-i-ispolneniya-kontraktov,"2013-04-26 17:33:29","2014-10-22 10:58:46"
580,"Управление по строительству жилья и комплексному освоению территорий (Департамент строительства)","Управление по строительству жилья и комплексному освоению территорий Департамента строительства города Москвы",,,,"+7   (495) 530-60-63",,,"Забарская Людмила Николаевна",NULL,,NULL,1,NULL,1,35,NULL,upravlenie-po-stroitelstvu-zhilya-i-kompleksnomu-osvoeniu-territorii,"2013-04-26 17:36:16","2013-07-23 11:52:38"
581,"Управление по строительству топливно-энергетических и магистральных инженерных объектов (Департамент строительства)","Управление по строительству топливно-энергетических и магистральных инженерных объектов Департамента строительства города Москвы",,,,"+7   (495) 530-60-43",,,"Скосарев Олег Николаевич",NULL,,NULL,1,NULL,1,35,NULL,upravlenie-po-stroitelstvu-toplivno-energeticheskih-i-magistralnyh-inzhenernyh-obektov,"2013-04-26 17:38:54","2013-07-23 12:08:09"
582,"Управление по подготовке территорий","Управление по подготовке территорий",,,,"+7   (495) 287-70-26",,,"Курочкин Владимир Ильич",NULL,,NULL,1,NULL,0,23,NULL,upravlenie-po-podgotovke-territorii,"2013-04-26 17:41:09","2013-04-26 17:41:09"
583,"Правовое управление (Департамент строительства)","Правовое управление Департамента строительства города Москвы",,,,"+7   (495) 633-67-18",,,"Черняк Ирина Николаевна",NULL,,NULL,1,NULL,0,35,NULL,pravovoe-upravlenie-1,"2013-04-26 17:47:03","2014-10-15 13:08:52"
584,"Контрольно-ревизионное управление (Департамент строительства)","Контрольно-ревизионное управление Департамента строительства города Москвы",,,,"+7   (495) 530-60-44",,,"Жеряков Вячеслав Михайлович",NULL,,NULL,1,NULL,1,35,NULL,kontrolno-revizionnoe-upravlenie,"2013-04-26 17:50:07","2013-07-23 12:10:04"
585,"Организационно-контрольное управление (Департамент строительства)","Организационно-контрольное управление Департамента строительства города Москвы",,,,"+7   (495) 633-67-19",,,"Мелешкина Светлана Юрьевна",NULL,,NULL,1,NULL,0,35,NULL,organizacionno-kontrolnoe-upravlenie,"2013-04-26 17:53:08","2014-10-14 17:01:14"
